区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,东直门内北小街2号院 ,2室2厅,188.87,1500,79420,,西,精装,有电梯,中楼层(共20层)2003年建塔楼,,-
东城,法华南里 ,2室2厅,82.41,820,99503,,南北,精装,无电梯,高楼层(共6层)1991年建板楼,,-
东城,东直门内北小街16号 ,2室2厅,96.97,1000,103125,,东西,简装,有电梯,低楼层(共10层)2003年建板塔结合,,-
东城,东四北大街 ,2室1厅,65.45,785,119939,,东西,简装,无,高楼层(共12层)1992年建板塔结合,,-
东城,金宝街 ,4室2厅,292.35,3685,126048,,南北,精装,无,低楼层(共17层)2008年建,,-
东城,上龙西里 ,2室1厅,107.73,1200,111390,,南北,精装,有电梯,高楼层(共18层)1996年建塔楼,,-
东城,香河园北里 ,2室1厅,65.67,590,89844,,东西,精装,有电梯,顶层(共14层)1986年建板塔结合,,-
东城,金世纪嘉园 ,2室1厅,112,1050,93750,,西南北,精装,有电梯,低楼层(共21层)2003年建塔楼,,-
东城,西革新里110号院 ,2室1厅,60.29,434,71986,,南北,其他,无电梯,中楼层(共6层)1993年建板楼,,-
东城,崇文门东大街 ,2室1厅,65.58,710,108265,,南北,精装,有电梯,顶层(共14层)1970年建板楼,,-
东城,天坛东里南区 ,3室0厅,64.5,548,84962,,南北,简装,有电梯,中楼层(共11层)1970年建板塔结合,,-
东城,革新南路2号院 ,1室1厅,36.94,290,78506,,东南,简装,有电梯,底层(共21层)1993年建塔楼,,-
东城,长安太和 ,2室1厅,173.25,2100,121213,,东,精装,有电梯,低楼层(共24层)2012年建板楼,,-
东城,东方银座 ,4室2厅,399.48,3000,75098,,南北,精装,有电梯,顶层(共26层)2003年建塔楼,,-
东城,仓南胡同12号院 ,2室1厅,60.03,780,129936,,南北,精装,无电梯,中楼层(共6层)1990年建板楼,,-
东城,中景濠庭 ,3室2厅,191.65,1800,93922,,东南,精装,有电梯,中楼层(共22层)2001年建塔楼,,-
东城,西革新里112号院 ,2室1厅,89.94,640,71159,,西北,简装,有电梯,中楼层(共19层)2001年建塔楼,,-
东城,仓南胡同 ,2室1厅,82.01,925,112792,,东南西,简装,无电梯,底层(共4层)2003年建板楼,,-
东城,金世纪嘉园 ,4室2厅,305.37,2290,74991,,东北,其他,有电梯,底层(共21层)2003年建塔楼,,-
东城,朝阳门内大街 ,3室1厅,60.98,520,85274,,南北,简装,无电梯,地下室(共6层)板楼,,-
东城,灯市口大街 ,2室0厅,74.3,800,107672,,东北,精装,有电梯,低楼层(共12层)1990年建板塔结合,,-
东城,新景家园东区 ,1室1厅,65.5,770,117558,,东西,精装,有电梯,低楼层(共15层)2008年建板塔结合,,-
东城,冠城名敦道 ,1室0厅,79.39,560,70538,,东,精装,有电梯,低楼层(共23层)2010年建塔楼,,-
东城,幸福南里 ,2室1厅,57.7,570,98787,,东西,简装,无电梯,中楼层(共4层)1960年建板楼,,-
东城,西革新里104号 ,3室1厅,114.91,780,67880,,南北,简装,无,底层(共6层)1996年建板楼,,-
东城,灯市口大街 ,2室0厅,74.3,800,107672,房本满五年,东北,精装,有电梯,低楼层(共12层)1990年建板塔结合,,-
东城,朝阳门内大街 ,3室1厅,60.98,520,85274,房本满五年,南北,简装,无电梯,地下室(共6层)板楼,,-
东城,新景家园东区 ,1室1厅,59.73,630,105475,房本满五年,东,简装,有电梯,中楼层(共17层)2004年建板楼,,-
东城,望陶园小区 ,1室1厅,47.56,380,79900,房本满五年,南,毛坯,有电梯,底层(共18层)2001年建塔楼,,-
东城,六铺炕 ,3室1厅,79.32,1022,128846,房本满五年,东西,精装,无电梯,底层(共6层)1980年建板楼,,-
东城,国瑞城中区 ,1室1厅,51.85,580,111862,房本满五年,东,简装,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,南竹杆胡同 ,1室1厅,57.86,680,117526,房本满五年,南,简装,有电梯,低楼层(共16层)2003年建板塔结合,,-
东城,东方银座 ,2室1厅,111.48,1000,89703,房本满五年,西,精装,有电梯,高楼层(共25层)2003年建塔楼,,-
东城,安外西河沿 ,2室1厅,55.11,520,94357,房本满五年,东,简装,有电梯,中楼层(共11层)1983年建板楼,,-
东城,东外公馆 ,1室1厅,63.38,565,89145,房本满五年,西,精装,有电梯,底层(共11层)2008年建板塔结合,,-
东城,中绦胡同甲2号院 ,2室1厅,59.15,650,109891,房本满五年,南北,简装,无,顶层(共6层)1985年建板楼,,-
东城,天娇园 ,2室1厅,86.06,850,98769,房本满五年,南北,精装,有电梯,底层(共11层)2008年建板塔结合,,-
东城,广渠家园 ,2室1厅,61.14,530,86687,房本满五年,东北,简装,无,高楼层(共29层)2009年建板塔结合,,-
东城,幸福家园三期 ,2室1厅,130.01,1220,93839,房本满五年,南,精装,有电梯,中楼层(共12层)2005年建板塔结合,,-
东城,法华南里 ,2室1厅,67.53,498,73746,,南北,简装,无电梯,地下室(共6层)1995年建板楼,,-
东城,国瑞城中区 ,1室1厅,66.1,693,104842,,北,简装,有电梯,顶层(共16层)2006年建板楼,,-
东城,朝阳门内大街 ,2室1厅,50.56,465,91970,,南北,其他,无电梯,地下室(共6层)1991年建板楼,,-
东城,万国城MOMA ,1室0厅,59.11,730,123499,,南,精装,有电梯,高楼层(共27层)2004年建塔楼,,-
东城,绿景苑 ,1室1厅,46.23,550,118971,,南,简装,有电梯,高楼层(共12层)2002年建板塔结合,,-
东城,王家园胡同 ,2室1厅,66.58,630,94624,,东西,简装,无电梯,底层(共6层)2000年建板楼,,-
东城,金世纪嘉园 ,3室1厅,129.84,1200,92422,,东南,简装,有电梯,底层(共21层)2003年建塔楼,,-
东城,新景家园东区 ,2室1厅,77.69,850,109410,,南北,精装,有电梯,中楼层(共18层)2005年建板塔结合,,-
东城,国瑞城西区 ,1室1厅,122.81,1000,81427,,西,精装,有电梯,低楼层(共16层)2009年建塔楼,,-
东城,领行国际 ,3室2厅,133.21,1195,89708,,东南,其他,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,领行国际 ,3室2厅,147.96,1330,89890,,南西,其他,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,景泰西里西区 ,3室1厅,138.56,960,69285,,西北,精装,有电梯,高楼层(共13层)2005年建板塔结合,,-
东城,绿景苑 ,1室0厅,34.22,440,128580,,南,简装,有电梯,低楼层(共12层)2002年建板塔结合,,-
东城,领行国际 ,2室1厅,106,850,80189,,东,其他,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,幸福北里 ,2室1厅,72.08,720,99890,,南北,简装,无电梯,低楼层(共3层)1965年建板楼,,-
东城,交道口东大街 ,1室1厅,53.52,720,134530,,北,简装,有电梯,高楼层(共11层)2003年建板塔结合,,-
东城,幸福北里 ,2室1厅,72.08,720,99890,房本满五年,南北,简装,无电梯,低楼层(共3层)1965年建板楼,,-
东城,交道口东大街 ,1室1厅,53.52,720,134530,房本满五年,北,简装,有电梯,高楼层(共11层)2003年建板塔结合,,-
东城,豆瓣胡同 ,2室1厅,71.68,950,132534,房本满五年,南,简装,有电梯,底层(共21层)2003年建板楼,,-
东城,海晟国际公寓 ,1室0厅,47.59,580,121875,房本满五年,东,精装,有电梯,中楼层(共17层)2007年建板塔结合,,-
东城,京城仁合 ,2室2厅,100.14,1000,99861,房本满五年,东,简装,有电梯,底层(共16层)2004年建板塔结合,,-
东城,自由季 ,2房间1卫,51.61,260,50378,房本满五年,东南东北,简装,无,低楼层(共10层)2010年建板塔结合,,-
东城,东交民巷32号院 ,3室1厅,72.8,800,109891,房本满五年,东北,简装,有电梯,中楼层(共13层)1979年建板塔结合,,-
东城,和平里七区 ,1室1厅,52.77,530,100436,房本满五年,东西,简装,无电梯,底层(共6层)1995年建板楼,,-
东城,法华南里 ,3室2厅,108.23,1080,99788,房本满五年,南西北,精装,无电梯,中楼层(共6层)1994年建板楼,,-
东城,水上华城 ,3室2厅,213.41,2200,103088,房本满五年,南北,精装,有电梯,顶层(共23层)2005年建板塔结合,,-
东城,冠城名敦道 ,1室0厅,80.15,520,64879,房本满五年,西,精装,有电梯,顶层(共23层)2009年建塔楼,,-
东城,东四北大街 ,2室1厅,61.82,740,119703,房本满五年,东,简装,无,低楼层(共12层)1992年建板塔结合,,-
东城,革新南路2号院 ,2室1厅,58.46,436,74581,房本满五年,东南,精装,有电梯,高楼层(共21层)1985年建塔楼,,-
东城,凯德华玺 ,1房间1卫,75.81,480,63317,房本满五年,北,精装,有电梯,中楼层(共14层)2008年建塔楼,,-
东城,北河沿大街 ,3室1厅,73.09,850,116295,房本满五年,东北,简装,无电梯,高楼层(共6层)1989年建塔楼,,-
东城,营房西街 ,1室1厅,43.27,415,95910,房本满五年,南,精装,无电梯,顶层(共6层)1992年建板楼,,-
东城,怡龙别墅 ,4室2厅,200.39,1800,89825,房本满五年,西南北,简装,无电梯,4层1994年建,,-
东城,凯景铭座 ,4室2厅,157.97,1400,88625,房本满五年,东南,精装,有电梯,低楼层(共19层)2001年建塔楼,,-
东城,锡拉胡同15号院 ,2室1厅,53.51,580,108391,房本满五年,东北,简装,无,中楼层(共6层)1988年建板楼,,-
东城,海运仓小区 ,3室2厅,95.18,1189,124922,房本满五年,南北,简装,有电梯,高楼层(共9层)2002年建板楼,,-
东城,炮局头条 ,2室1厅,58.43,654,111929,,南北,精装,无电梯,中楼层(共6层)1991年建板楼,,-
东城,北京INN ,4房间1卫,93.1,510,54780,,东,精装,无,高楼层(共16层)2005年建塔楼,,-
东城,天天家园 ,3室2厅,157.05,1099,69978,,东,简装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,后永康北巷 ,1室0厅,30.03,398,132535,,南,简装,无,底层(共1层)2008年建,,-
东城,西四块玉 ,2室1厅,66.12,580,87720,,东西,简装,无,底层(共6层)1960年建板楼,,-
东城,三秀涵雅 ,1室1厅,66.59,650,97613,,西南,其他,有电梯,高楼层(共18层)2000年建塔楼,,-
东城,东四北大街 ,1室1厅,42.29,490,115867,,东,简装,无,高楼层(共12层)1992年建板塔结合,,-
东城,幸福家园三期 ,1室1厅,70.33,770,109484,,西,简装,有电梯,顶层(共8层)2005年建板塔结合,,-
东城,朝阳门南小街 ,2室1厅,79.67,750,94139,,西,精装,无,中楼层(共9层)2004年建板楼,,-
东城,冠城名敦道 ,1室1厅,76.63,510,66554,,西,精装,有电梯,中楼层(共23层)2009年建塔楼,,-
东城,法华南里 ,3室2厅,110.54,1090,98607,房本满五年,南北,精装,无电梯,中楼层(共6层)1990年建板楼,,-
东城,崇文门东大街 ,2室1厅,55.95,630,112601,房本满五年,南,精装,有电梯,高楼层(共14层)1980年建板楼,,-
东城,黄寺大街28号院 ,2室1厅,60.56,575,94948,房本满五年,东西,精装,有电梯,中楼层(共14层)1991年建板楼,,-
东城,六铺炕 ,3室1厅,69.81,872,124911,房本满五年,东西,简装,无电梯,底层(共6层)1980年建板楼,,-
东城,水上华城 ,2室2厅,104.79,1160,110698,房本满五年,东,精装,有电梯,中楼层(共23层)2006年建板塔结合,,-
东城,新裕家园 ,1室1厅,76.76,886,115425,房本满五年,南,精装,有电梯,中楼层(共17层)2004年建板塔结合,,-
东城,聚龙花园 ,4房间1卫,259.57,1050,40452,房本满五年,南北,其他,有电梯,底层(共8层)1994年建板塔结合,,-
东城,法华南里 ,3室2厅,133.73,1250,93472,房本满五年,南北,简装,无电梯,顶层(共6层)1990年建板楼,,-
东城,北京INN ,5房间0卫,129.44,680,52534,房本满五年,南,精装,有电梯,低楼层(共12层)2005年建板楼,,-
东城,东直门北大街 ,3室1厅,77.68,650,83677,房本满五年,东西,精装,有电梯,中楼层(共12层)1987年建板塔结合,,-
东城,交道口东大街 ,3室1厅,161.17,1600,99275,房本满五年,南西北,简装,无电梯,底层(共11层)2003年建板塔结合,,-
东城,东交民巷11号院 ,2室1厅,57.19,725,126771,房本满五年,南北,其他,无,高楼层(共6层)1980年建板楼,,-
东城,前门前酒店公寓 ,1房间1卫,47.39,245,51699,房本满五年,东北,精装,有电梯,高楼层(共7层)2009年建塔楼,,-
东城,花市枣苑一期 ,3室2厅,146.06,1300,89005,房本满五年,西北,其他,有电梯,顶层(共18层)2002年建板塔结合,,-
东城,国瑞城中区 ,1室1厅,61,630,103279,房本满五年,北,简装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,上龙嘉园 ,3室2厅,169.98,1360,80010,房本满五年,南北,简装,有电梯,底层(共14层)1998年建板楼,,-
东城,湖景苑 ,4室2厅,182.29,2300,126173,,东西,其他,有电梯,中楼层(共8层)1999年建板塔结合,,-
东城,东方财富 ,1室1厅,69.71,630,90375,,东北,精装,有电梯,高楼层(共15层)2006年建板塔结合,,-
东城,金宝街 ,1室1厅,151.41,1910,126148,,南,精装,无,低楼层(共17层)2008年建,,-
东城,花市枣苑三期 ,1室0厅,49.52,594,119952,,北,其他,有电梯,顶层(共18层)2005年建塔楼,,-
东城,大菊胡同 ,1室0厅,32.9,477,144985,,北,其他,无,底层(共1层)1956年建,,-
东城,板厂新里 ,3室1厅,80.15,856,106800,,西北,精装,无,高楼层(共18层)1990年建塔楼,,-
东城,安德路47号院 ,3室1厅,84.09,798,94899,,南北,其他,无电梯,中楼层(共6层)1990年建板楼,,-
东城,金世纪嘉园 ,2室2厅,145.37,1091,75050,,东,其他,无电梯,底层(共21层)2006年建塔楼,,-
东城,金桥国际 ,1室1厅,61.03,579,94872,,北,毛坯,有电梯,中楼层(共21层)2004年建塔楼,,-
东城,水上华城 ,3室2厅,149.5,1600,107024,,东南,精装,有电梯,中楼层(共23层)2005年建板塔结合,,-
东城,领行国际 ,2室1厅,95.33,795,83395,,东北,简装,有电梯,低楼层(共21层)2005年建板塔结合,,-
东城,富贵园四区 ,1室1厅,61.59,760,123397,,南,简装,有电梯,高楼层(共10层)2006年建板塔结合,,-
东城,新景家园东区 ,1室1厅,59.5,710,119328,,南,毛坯,有电梯,底层(共12层)2005年建板塔结合,,-
东城,东方银座 ,2室1厅,111.48,970,87012,,西,精装,有电梯,低楼层(共25层)2003年建塔楼,,-
东城,法华南里 ,2室1厅,64.17,630,98177,房本满五年,东西,精装,无电梯,高楼层(共6层)1991年建板楼,,-
东城,东四北大街 ,2室1厅,61.7,740,119936,房本满五年,东,简装,无,顶层(共12层)1992年建板塔结合,,-
东城,万国城MOMA ,2室2厅,143.64,1650,114871,房本满五年,西北,精装,有电梯,低楼层(共24层)2006年建塔楼,,-
东城,鼓楼外大街52号 ,1室1厅,44.38,550,123930,房本满五年,东,简装,有电梯,低楼层(共11层)1992年建板塔结合,,-
东城,万国城MOMA ,2室2厅,143.58,1730,120491,房本满五年,西北,精装,有电梯,低楼层(共31层)2006年建塔楼,,-
东城,太华公寓 ,1室1厅,107.22,804,74987,房本满五年,南,精装,有电梯,中楼层(共17层)2000年建塔楼,,-
东城,领行国际 ,3室1厅,147.96,1332,90025,房本满五年,南,简装,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,万国城MOMA ,1室1厅,99.21,1200,120956,房本满五年,西,精装,有电梯,中楼层(共31层)2006年建塔楼,,-
东城,华人一品阁 ,1房间1卫,16.12,96.5,59864,房本满五年,北,其他,有电梯,顶层(共3层)2007年建板塔结合,,-
东城,国瑞城东区 ,3室1厅,68.75,750,109091,房本满五年,西,简装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,远洋德邑 ,2室1厅,110.95,1100,99144,房本满五年,东北,其他,有电梯,中楼层(共22层)2002年建塔楼,,-
东城,领行国际 ,1室1厅,58.46,525,89805,房本满五年,北,简装,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,领行国际 ,1室1厅,62.22,558,89682,房本满五年,北,简装,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,领行国际 ,2室1厅,106.08,950,89556,房本满五年,东,简装,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,冠城名敦道 ,1室0厅,86.43,650,75206,房本满五年,东,其他,有电梯,高楼层(共23层)2009年建塔楼,,-
东城,水上华城 ,3室2厅,213.75,1900,88889,房本满五年,南北,精装,有电梯,低楼层(共23层)2005年建板塔结合,,-
东城,中海紫御公馆 ,1室2厅,60.88,735,120730,房本满五年,东北,精装,有电梯,高楼层(共22层)2010年建板塔结合,,-
东城,安定路 ,2室1厅,44.2,440,99548,,南,其他,无,底层(共20层)1993年建塔楼,,-
东城,和平里五区 ,2室1厅,55.12,610,110668,,南北,简装,无电梯,中楼层(共6层)1996年建板楼,,-
东城,兴化西里 ,2室1厅,76.87,780,101471,,东西,精装,无电梯,高楼层(共6层)2005年建板楼,,-
东城,海运仓小区 ,2室1厅,63.81,745,116753,,东西,精装,无电梯,中楼层(共5层)2003年建板楼,,-
东城,本家润园一期 ,3室2厅,155,1900,122581,,南北,精装,有电梯,低楼层(共11层)2003年建板楼,,-
东城,水上华城 ,1室1厅,81.62,896,109778,,北,精装,无,高楼层(共23层)2005年建板塔结合,,-
东城,朝阳门北大街 ,1室1厅,48,408,85000,,南,其他,无,中楼层(共16层)1987年建塔楼,,-
东城,青年湖北里 ,1室1厅,41.01,410,99976,,东,简装,无电梯,低楼层(共6层)1988年建板楼,,-
东城,东四块玉南街 ,2室1厅,98.01,830,84686,,南北,精装,无,顶层(共6层),,-
东城,黄寺大街28号院 ,2室1厅,58.16,565,97146,,东西,精装,无,底层(共14层)1991年建板楼,,-
东城,富贵园四区 ,2室1厅,98.46,1180,119846,,东北,精装,无,低楼层(共6层)2006年建板楼,,-
东城,光明楼 ,1室1厅,33.35,300,89956,,东,简装,无,地下室(共5层)1978年建板楼,,-
东城,革新里小区 ,1室1厅,40.77,310,76037,,南,简装,无电梯,底层(共6层)1993年建板楼,,-
东城,小黄庄一区 ,2室1厅,70.01,675,96415,房本满五年,东南,简装,有电梯,顶层(共21层)1990年建板塔结合,,-
东城,太华公寓 ,3室2厅,231.85,1738,74963,房本满五年,东南,精装,有电梯,中楼层(共18层)2000年建塔楼,,-
东城,革新里小区 ,1室1厅,40.77,310,76037,房本满五年,南,简装,无电梯,底层(共6层)1993年建板楼,,-
东城,金桥国际 ,1室1厅,75.17,615,81815,房本满五年,西,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,花市枣苑一期 ,3室1厅,151.98,1600,105278,,西南,简装,有电梯,低楼层(共18层)2002年建塔楼,,-
东城,中海紫御公馆 ,1室2厅,63.71,720,113013,,西北,精装,有电梯,中楼层(共23层)2010年建板塔结合,,-
东城,东花市北里西区 ,1室1厅,46.38,500,107806,,西北,简装,无电梯,中楼层(共6层)1995年建板楼,,-
东城,新世界中心 ,3室2厅,197.69,1300,65760,,东南,简装,有电梯,高楼层(共16层)1996年建塔楼,,-
东城,中景濠庭 ,2室1厅,121.4,1260,103790,,南北,精装,有电梯,中楼层(共22层)2001年建塔楼,,-
东城,绿景馨园 ,2室1厅,78.44,823,104921,,南北,简装,无电梯,低楼层(共6层)2004年建板楼,,-
西城,月坛西街东里22号院 ,3室1厅,62.7,655,104466,房本满五年,东南西,简装,无电梯,顶层(共6层)1983年建板楼,,-
西城,畅柳园 ,1室2厅,54.39,543,99835,房本满五年,南北,简装,有电梯,顶层(共10层)2004年建板塔结合,,-
西城,高家寨 ,3室1厅,68.79,750,109028,房本满五年,南北,精装,无电梯,高楼层(共6层)1987年建板楼,,-
西城,百万庄中里 ,2室1厅,56.9,596,104746,房本满五年,东西,简装,无电梯,中楼层(共6层)1985年建板楼,,-
西城,阜成门外北街 ,2室1厅,63.4,678,106941,房本满五年,南北,精装,有电梯,高楼层(共18层)1991年建板塔结合,,-
西城,西直门南大街 ,1室1厅,48.1,505,104990,房本满五年,东西,精装,有电梯,中楼层(共14层)1985年建板塔结合,,-
西城,广安苑一期 ,2室1厅,58.46,526,89977,房本满五年,西北,简装,无电梯,中楼层(共6层)1986年建板楼,,-
西城,德胜里西街5号院 ,3室1厅,63.4,840,132493,房本满五年,南北,简装,无电梯,中楼层(共5层)1976年建板楼,,-
西城,红居南街 ,2室1厅,64.61,576,89151,房本满五年,南北,毛坯,无电梯,中楼层(共6层)1980年建板楼,,-
西城,龙爪槐胡同 ,2室1厅,67.36,707,104959,房本满五年,南北,简装,无电梯,中楼层(共5层)1998年建板楼,,-
西城,中信沁园 ,3室2厅,123.07,1956,158934,房本满五年,南北,精装,有电梯,中楼层(共14层)2011年建板塔结合,,-
西城,德胜里一区 ,3室1厅,71.5,950,132868,房本满五年,南北,简装,无电梯,底层(共6层)1988年建板楼,,-
西城,阜成门南大街 ,2室1厅,55.2,579,104892,房本满五年,东,简装,有电梯,中楼层(共14层)1985年建板楼,,-
西城,新外大街6号院 ,2室1厅,74.1,900,121458,房本满五年,东西,简装,无,高楼层(共6层)1998年建板楼,,-
西城,乐城 ,1室1厅,63.81,480,75224,房本满五年,南北,精装,有电梯,高楼层(共24层)2004年建塔楼,,-
西城,马甸南村 ,2室1厅,54.8,755,137774,房本满五年,西,精装,有电梯,高楼层(共16层)1985年建塔楼,,-
西城,裕中西里 ,2室1厅,61,760,124591,房本满五年,南北,精装,无电梯,低楼层(共6层)1982年建板楼,,-
西城,信和嘉园 ,2室2厅,98.84,1070,108256,房本满五年,东南,精装,有电梯,低楼层(共13层)2008年建板塔结合,,-
西城,万和世家 ,3室1厅,114.3,1400,122485,房本满五年,西南,精装,无,底层(共8层)2003年建板楼,,-
西城,西华经典 ,3室1厅,145.93,1150,78805,房本满五年,南北,精装,有电梯,中楼层(共25层)2000年建塔楼,,-
西城,裕中西里 ,3室1厅,76.7,1000,130379,房本满五年,东南西,简装,无电梯,低楼层(共6层)1987年建板楼,,-
西城,丽水莲花 ,2室1厅,100.2,1040,103793,房本满五年,西南,精装,有电梯,中楼层(共24层)2009年建塔楼,,-
西城,小市口胡同3号院 ,2室1厅,60.5,816,134877,房本满五年,南北,简装,无电梯,中楼层(共6层)1990年建板楼,,-
西城,荣丰2008 ,1室1厅,48.27,750,155377,房本满五年,东,精装,有电梯,高楼层(共20层)2008年建塔楼,,-
西城,德外大街4号院 ,3室1厅,112.7,1550,137534,房本满五年,东南,精装,有电梯,中楼层(共22层)1999年建塔楼,,-
西城,侨办大院 ,2室1厅,78.8,985,125000,房本满五年,南,精装,有电梯,低楼层(共17层)1991年建塔楼,,-
西城,报国寺东夹道 ,3室1厅,73.71,695,94289,房本满五年,南北,简装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,新壁街 ,2室1厅,59.67,733,122843,房本满五年,西,精装,无,低楼层(共6层)2004年建板楼,,-
西城,木樨地 ,3室1厅,84.9,976,114959,房本满五年,东北,简装,有电梯,低楼层(共18层)1986年建塔楼,,-
西城,建功南里 ,1室1厅,49.29,443,89877,,东南,简装,有电梯,高楼层(共16层)1996年建塔楼,,-
西城,阳光丽景 ,2室1厅,108.96,1730,158774,房本满五年,南北,精装,有电梯,中楼层(共21层)2002年建板塔结合,,-
西城,德胜里一区 ,3室1厅,76.8,1000,130209,房本满五年,南北,简装,无电梯,底层(共5层)1984年建板楼,,-
西城,红莲北里 ,3室1厅,68.28,650,95197,房本满五年,南北,简装,无电梯,高楼层(共6层)1985年建板楼,,-
西城,一瓶 ,3室2厅,151.21,2116,139938,房本满五年,东西,精装,有电梯,高楼层(共13层)2009年建板塔结合,,-
西城,宣武门外东大街 ,3室0厅,60.65,635,104700,房本满五年,东南北,简装,有电梯,低楼层(共12层)1970年建塔楼,,-
西城,里仁街6号院 ,2室1厅,62.6,640,102237,房本满五年,南北,精装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,北广家园 ,2室2厅,89.05,1166,130938,房本满五年,西北,精装,有电梯,高楼层(共17层)2005年建板塔结合,,-
西城,清芷园 ,3室1厅,105.06,1050,99943,房本满五年,南北,简装,有电梯,中楼层(共18层)2000年建板塔结合,,-
西城,德外大街2号院 ,2室1厅,77.7,980,126127,房本满五年,南北,精装,有电梯,中楼层(共12层)1996年建板楼,,-
西城,朗琴园 ,3室1厅,150.5,1500,99668,房本满五年,南北,精装,有电梯,中楼层(共29层)2004年建塔楼,,-
西城,六铺炕一区6号院 ,2室1厅,61.9,850,137319,房本满五年,东,简装,无电梯,中楼层(共7层)1997年建板楼,,-
西城,恒昌花园 ,2室2厅,111.76,820,73372,房本满五年,西,精装,有电梯,高楼层(共28层)1999年建塔楼,,-
西城,三里河居民区 ,2室1厅,54.6,660,120880,房本满五年,南北,简装,无电梯,顶层(共5层)1981年建板楼,,-
西城,教场口9号院 ,2室1厅,73.88,760,102870,房本满五年,西北,简装,有电梯,高楼层(共20层)2003年建塔楼,,-
西城,马连道路5号院 ,3室1厅,89.48,680,75995,房本满五年,东西,简装,无电梯,中楼层(共6层)2001年建板楼,,-
西城,教场口6号院 ,1室1厅,52.06,700,134461,房本满五年,南北,精装,无电梯,顶层(共6层)2003年建板楼,,-
西城,手帕口北街 ,2室1厅,50.34,400,79460,房本满五年,南北,简装,无电梯,顶层(共5层)1974年建板楼,,-
西城,小红庙 ,2室1厅,62.23,593,95292,房本满五年,南北,精装,无电梯,中楼层(共6层)1987年建板楼,,-
西城,铁二区 ,2室1厅,60.3,740,122720,房本满五年,南北,简装,无电梯,中楼层(共6层)1987年建板楼,,-
西城,展览路 ,2室1厅,58.1,580,99828,房本满五年,南北,精装,无电梯,低楼层(共6层)1987年建板楼,,-
西城,月坛北街 ,2室1厅,50.8,558.8,110000,房本满五年,南北,精装,无电梯,中楼层(共5层)1973年建板楼,,-
西城,西便门东里 ,2室1厅,43.24,458,105921,房本满五年,南,简装,无电梯,中楼层(共6层)1970年建板楼,,-
西城,白纸坊西街 ,2室1厅,79.28,700,88295,房本满五年,西南,简装,有电梯,中楼层(共18层)2001年建塔楼,,-
西城,万和世家 ,2室1厅,86.45,1037,119954,房本满五年,西北,精装,有电梯,中楼层(共9层)2003年建板楼,,-
西城,教场口9号院 ,2室1厅,75.31,760,100917,房本满五年,西北,简装,有电梯,高楼层(共22层)2003年建塔楼,,-
西城,马甸南村 ,1室1厅,52.7,764,144972,房本满五年,南,精装,有电梯,中楼层(共13层)1993年建板塔结合,,-
西城,天桥北里 ,3室1厅,100.68,900,89393,,西南东北,精装,无电梯,中楼层(共7层)2002年建板楼,,-
西城,新外大街6号院 ,2室1厅,61,780,127869,,东西,精装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,格调 ,2室1厅,108.31,950,87712,,东南,简装,有电梯,中楼层(共24层)2007年建板塔结合,,-
西城,三里河二区A区 ,3室1厅,117.6,1420,120749,,西北,简装,有电梯,底层(共20层)1999年建塔楼,,-
西城,三里河二区A区 ,3室1厅,117.6,1420,120749,房本满五年,西北,简装,有电梯,底层(共20层)1999年建塔楼,,-
西城,右安胡同乙7号院 ,2室1厅,57.74,530,91791,房本满五年,南北,精装,无,中楼层(共6层)1983年建板楼,,-
西城,车公庄北里 ,3室1厅,99.1,1060,106963,房本满五年,西南北,精装,有电梯,高楼层(共18层)1985年建塔楼,,-
西城,南运巷 ,2室1厅,60.09,465,77384,房本满五年,东,简装,有电梯,高楼层(共16层)1980年建塔楼,,-
西城,新德街35号院 ,3室1厅,111.5,1480,132736,房本满五年,西南,精装,无电梯,高楼层(共10层)2000年建板塔结合,,-
西城,后马厂胡同 ,3室1厅,65.3,930,142420,房本满五年,南北,简装,无电梯,底层(共6层)1983年建板楼,,-
西城,荣丰2008 ,1室1厅,31.76,450,141688,房本满五年,西,精装,有电梯,中楼层(共16层)2007年建塔楼,,-
西城,陶然北岸 ,2室1厅,101.88,1250,122694,房本满五年,东西,精装,有电梯,低楼层(共15层)2004年建板塔结合,,-
西城,广安门外大街 ,2室1厅,50.9,470,92338,房本满五年,南北,简装,无电梯,底层(共6层)1984年建板楼,,-
西城,中信沁园 ,2室1厅,92.34,1385,149990,房本满五年,南,精装,有电梯,高楼层(共20层)2011年建板塔结合,,-
