区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
西城,平原里小区 ,1室1厅,46.56,510,109537,房本满五年,南北,简装,无电梯,高楼层(共6层)1998年建板楼,,-
西城,裕中东里 ,2室1厅,57.9,781,134888,房本满五年,南北,精装,无电梯,中楼层(共6层)1982年建板楼,,-
西城,新外大街6号院 ,2室1厅,74.9,1000,133512,,东西,精装,无电梯,底层(共6层)1998年建板楼,,-
西城,裕中西里 ,2室1厅,64.2,928,144549,,东南,简装,有电梯,低楼层(共24层)1991年建塔楼,,-
西城,馨莲茗园 ,2室1厅,67.45,570,84508,,北,简装,有电梯,中楼层(共15层)2003年建板塔结合,,-
西城,车站西街1号院 ,2室1厅,86.19,795,92239,,西北,精装,有电梯,中楼层(共8层)2006年建板塔结合,,-
西城,北三环中路 ,2室1厅,65.5,850,129771,,南北,简装,无电梯,中楼层(共6层)1980年建板楼,,-
西城,锦上国际公寓 ,1室1厅,69.97,620,88610,,北,精装,有电梯,中楼层(共16层)2007年建塔楼,,-
西城,黄寺大街24号院 ,2室1厅,63.6,898,141195,,南北,精装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,民康胡同30号院 ,1室1厅,48,686,142917,,北,精装,有电梯,高楼层(共18层)1995年建塔楼,,-
西城,大拐棒胡同 ,1室1厅,48.7,720,147844,,东,简装,无电梯,底层(共6层)1990年建板楼,,-
西城,樱桃二条8号院 ,1室1厅,59.53,560,94071,,南,简装,无电梯,低楼层(共14层)2004年建板塔结合,,-
西城,广安苑二期 ,2室1厅,90.54,950,104926,,南西北,精装,有电梯,中楼层(共23层)2002年建塔楼,,-
西城,大拐棒胡同 ,1室1厅,48.7,720,147844,房本满五年,东,简装,无电梯,底层(共6层)1990年建板楼,,-
西城,樱桃二条8号院 ,1室1厅,59.53,560,94071,房本满五年,南,简装,无电梯,低楼层(共14层)2004年建板塔结合,,-
西城,新风南里 ,3室1厅,63.1,913,144691,房本满五年,南北,其他,无电梯,中楼层(共6层)1984年建板楼,,-
西城,黄寺大街24号院 ,2室2厅,60,856,142667,房本满五年,南北,简装,无电梯,低楼层(共6层)1995年建板楼,,-
西城,东经路98号 ,3室2厅,98.68,980,99311,房本满五年,东西,简装,无,低楼层(共6层)1997年建板楼,,-
西城,荣丰2008 ,1室1厅,33.89,460,135734,房本满五年,东南,精装,无,高楼层(共20层)2004年建塔楼,,-
西城,小红庙 ,2室1厅,54.47,540,99138,房本满五年,南北,简装,无电梯,中楼层(共6层)1986年建板楼,,-
西城,贵仁居 ,1室0厅,119.23,953,79930,房本满五年,东南,精装,有电梯,中楼层(共18层)2007年建塔楼,,-
西城,车站西街17号院 ,1室1厅,46.8,470,100428,房本满五年,南,简装,无电梯,底层(共7层)1992年建板楼,,-
西城,新明胡同 ,3室1厅,96.3,1300,134995,房本满五年,南西北,精装,无,中楼层(共18层)1989年建塔楼,,-
西城,清芷园 ,4室2厅,181.16,1350,74520,房本满五年,南北,简装,有电梯,底层(共17层)2000年建板塔结合,,-
西城,荣丰2008 ,1室1厅,32.5,450,138462,房本满五年,南,简装,有电梯,高楼层(共20层)2004年建塔楼,,-
西城,车站东街甲5号院 ,2室1厅,61.92,570,92055,房本满五年,南北,精装,无,顶层(共6层)1987年建板楼,,-
西城,马甸南村 ,2室1厅,63.2,850,134494,房本满五年,西南,简装,有电梯,高楼层(共18层)1992年建塔楼,,-
西城,建功北里 ,2室1厅,62.9,550,87441,房本满五年,南北,其他,无电梯,高楼层(共6层)1996年建板楼,,-
西城,南纬路2号院 ,2室1厅,62.3,670,107545,房本满五年,南北,简装,无电梯,顶层(共6层)2002年建板楼,,-
西城,丽水莲花 ,1室1厅,60.33,598,99122,房本满五年,北,简装,有电梯,中楼层(共20层)2009年建板塔结合,,-
西城,远见国际公寓 ,1室1厅,84.07,680,80885,房本满五年,北,简装,有电梯,高楼层(共26层)2008年建塔楼,,-
西城,丽水莲花 ,1室1厅,66.91,680,101630,,西,精装,有电梯,中楼层(共28层)2006年建塔楼,,-
西城,木樨地 ,2室1厅,77.8,880,113111,,东北,简装,有电梯,低楼层(共16层)1991年建塔楼,,-
西城,荣丰2008 ,1室1厅,28.52,425,149019,,北,简装,有电梯,低楼层(共12层)2005年建塔楼,,-
西城,太平里 ,1室1厅,49.6,420,84678,,东西,精装,无电梯,中楼层(共7层)1998年建板楼,,-
西城,马甸南村 ,2室1厅,54.8,745,135949,,西,精装,有电梯,低楼层(共16层)1985年建塔楼,,-
西城,小红庙 ,3室1厅,56.76,530,93376,,南北,简装,无,低楼层(共6层)1983年建板楼,,-
西城,右安门内西街甲10号院 ,2室1厅,62.94,597,94853,,南北,简装,无电梯,顶层(共6层)1986年建板楼,,-
西城,泰和嘉苑 ,1室1厅,39.95,430,107635,,东,简装,有电梯,低楼层(共21层)2003年建塔楼,,-
西城,裕中西里 ,2室1厅,64.2,835,130063,,西南,精装,有电梯,中楼层(共24层)1990年建塔楼,,-
西城,裕中西里 ,3室1厅,88,910,103410,,东西北,简装,有电梯,高楼层(共24层)1991年建塔楼,,-
西城,荣丰2008 ,1室1厅,28.37,425,149807,,北,精装,有电梯,中楼层(共20层)2004年建塔楼,,-
西城,新外大街甲8号院 ,3室1厅,84.9,1200,141343,,南北,简装,无电梯,顶层(共5层)1994年建板楼,,-
西城,清芷园 ,5室2厅,260.34,2200,84505,房本满五年,南北,精装,有电梯,底层(共13层)2001年建板塔结合,,-
西城,裕中西里 ,3室1厅,88,910,103410,房本满五年,东西北,简装,有电梯,高楼层(共24层)1991年建塔楼,,-
西城,荣丰2008 ,1室1厅,28.37,425,149807,房本满五年,北,精装,有电梯,中楼层(共20层)2004年建塔楼,,-
西城,裕中西里 ,2室1厅,64.2,835,130063,房本满五年,西南,精装,有电梯,中楼层(共24层)1990年建塔楼,,-
西城,乐城 ,1室0厅,43.21,435,100672,房本满五年,北,简装,有电梯,低楼层(共24层)2004年建板塔结合,,-
西城,乐城 ,1室0厅,43.1,450,104409,房本满五年,北,精装,有电梯,低楼层(共24层)2004年建板塔结合,,-
西城,裕中东里 ,2室1厅,83.3,1166,139976,房本满五年,南,简装,有电梯,高楼层(共16层)1994年建塔楼,,-
西城,红莲南里 ,3室1厅,77.74,680,87472,房本满五年,东南,毛坯,有电梯,底层(共18层)1992年建塔楼,,-
西城,白菜湾四巷17号院 ,2室1厅,49.48,550,111157,房本满五年,南北,其他,无电梯,底层(共6层)1988年建板楼,,-
西城,荣丰2008 ,1室1厅,32,500,156250,房本满五年,南,精装,有电梯,低楼层(共10层)2005年建塔楼,,-
西城,三义西里 ,2室1厅,56.96,500,87781,房本满五年,南北,精装,无电梯,顶层(共5层)1981年建板楼,,-
西城,裕中西里 ,2室1厅,71.2,920,129214,房本满五年,西南,其他,有电梯,高楼层(共20层)1990年建塔楼,,-
西城,德胜置业 ,3室2厅,134.5,1500,111525,房本满五年,北,精装,有电梯,中楼层(共20层)2005年建板楼,,-
西城,教场口9号院 ,2室1厅,75.66,740,97806,房本满五年,西北,精装,有电梯,高楼层(共19层)2003年建塔楼,,-
西城,泰和嘉苑 ,1室0厅,39.95,390,97623,房本满五年,西,简装,有电梯,高楼层(共21层)2003年建塔楼,,-
西城,阜成门外大街 ,3室1厅,78.9,870,110267,房本满五年,东西,简装,无,中楼层(共6层)1978年建板楼,,-
西城,西便门东里 ,3室1厅,64.08,685,106898,房本满五年,南北,简装,无电梯,顶层(共6层)1970年建板楼,,-
西城,六铺炕一区 ,3室1厅,88.3,1324,149944,房本满五年,东南西,简装,无电梯,底层(共6层)1997年建板楼,,-
西城,德宝新园 ,3室1厅,89.1,980,109989,房本满五年,南北,精装,无电梯,顶层(共6层)1992年建板楼,,-
西城,手帕口南街 ,2室1厅,68.56,530,77305,房本满五年,东,简装,无电梯,顶层(共6层)1996年建板楼,,-
西城,红莲晴园 ,2室2厅,105.47,800,75851,房本满五年,西,简装,有电梯,低楼层(共18层)2000年建塔楼,,-
西城,红居南街 ,2室1厅,59.87,583,97378,,南北,简装,无电梯,顶层(共6层)1995年建板楼,,-
西城,马甸南村 ,3室1厅,67.2,960,142858,,东北,精装,有电梯,中楼层(共20层)1990年建塔楼,,-
西城,大乘巷 ,2室1厅,59.8,640,107024,,南北,精装,无电梯,顶层(共6层)1987年建板楼,,-
西城,双旗杆东里 ,1室1厅,50,700,140000,,东,精装,有电梯,中楼层(共10层)1995年建板楼,,-
西城,立恒名苑 ,2室1厅,164,1150,70122,,南,简装,无,底层(共23层)2002年建塔楼,,-
西城,教场口9号院 ,3室1厅,85.29,1180,138352,,东南,精装,有电梯,高楼层(共19层)2003年建塔楼,,-
西城,北礼士路62号院 ,3室2厅,132.8,1420,106928,,西,简装,有电梯,低楼层(共12层)1995年建板塔结合,,-
西城,安德馨居 ,3室2厅,127.02,1779,140057,,南北,简装,有电梯,中楼层(共6层)2003年建板楼,,-
西城,西便门东里 ,2室1厅,73.53,728,99008,,南,简装,有电梯,中楼层(共16层)1983年建塔楼,,-
西城,立恒名苑 ,3室1厅,261.4,1566,59909,房本满五年,南北,精装,有电梯,高楼层(共25层)2002年建塔楼,,-
西城,新明嘉园 ,2室1厅,103.5,1400,135266,房本满五年,西南,简装,无,中楼层(共6层)2000年建板楼,,-
西城,广安门小区 ,3室2厅,130.92,988,75466,房本满五年,东南北,简装,无电梯,顶层(共6层)1997年建板楼,,-
西城,黄寺大街24号院 ,3室1厅,102.7,1320,128530,房本满五年,西北,精装,有电梯,低楼层(共18层)1997年建塔楼,,-
西城,玺源台 ,2室1厅,111.23,1300,116875,房本满五年,南,精装,有电梯,高楼层(共27层)2013年建板楼,,-
西城,德胜门西大街64号 ,2室1厅,67.8,699,103098,房本满五年,西南,精装,有电梯,低楼层(共12层)1983年建板楼,,-
西城,复兴门外大街 ,3室1厅,71.5,890,124476,房本满五年,南北,简装,有电梯,中楼层(共16层)1983年建塔楼,,-
西城,中信锦园 ,2室1厅,87.95,1300,147812,房本满五年,西,简装,有电梯,顶层(共18层)2009年建板塔结合,,-
西城,什坊街 ,2室1厅,63.58,915,143914,房本满五年,南北,简装,无电梯,顶层(共6层)1989年建板楼,,-
西城,六铺炕二区 ,2室1厅,58.8,850,144558,房本满五年,南,精装,无电梯,顶层(共6层)1981年建板楼,,-
西城,裕中东里 ,2室1厅,50.7,810,159764,房本满五年,西北,精装,无电梯,底层(共6层)1981年建板楼,,-
西城,远见名苑 ,1室0厅,57.75,510,88312,房本满五年,西,精装,有电梯,中楼层(共24层)2004年建塔楼,,-
西城,丽水莲花 ,2室1厅,102.23,965,94395,房本满五年,西,精装,有电梯,中楼层(共24层)2009年建塔楼,,-
西城,六铺炕二区 ,2室1厅,61.7,957,155106,房本满五年,西北,精装,无电梯,中楼层(共17层)1987年建塔楼,,-
西城,远见名苑 ,2室1厅,81.53,810,99350,房本满五年,东南,其他,有电梯,低楼层(共26层)2004年建塔楼,,-
西城,荣丰2008 ,1室1厅,35.6,480,134832,房本满五年,北,精装,有电梯,高楼层(共20层)2004年建塔楼,,-
西城,报国寺东夹道1号东院 ,2室1厅,51.61,600,116257,房本满五年,东西,精装,无电梯,高楼层(共6层)1984年建板楼,,-
西城,马连道中街 ,3室1厅,84.05,830,98751,房本满五年,东,简装,无电梯,中楼层(共6层)1980年建板楼,,-
西城,信建里小区 ,1室1厅,45.87,470,102464,,南,简装,无电梯,顶层(共6层)1985年建板楼,,-
西城,白广路西里 ,2室1厅,57.21,499,87223,,东西,其他,无,中楼层(共5层)2013年建板楼,,-
西城,万博苑 ,4室2厅,221.9,1760,79316,,南,其他,有电梯,高楼层(共24层)1999年建塔楼,,-
西城,六铺炕一区 ,1室1厅,44.7,670,149889,,南北,精装,有电梯,低楼层(共10层)1986年建板塔结合,,-
西城,康乐里小区 ,3室2厅,137.88,1650,119670,,东北,简装,有电梯,中楼层(共16层)2001年建塔楼,,-
西城,北广家园 ,2室1厅,83.01,1200,144561,,东,简装,有电梯,中楼层(共16层)2005年建板塔结合,,-
西城,六铺炕二区 ,2室1厅,61.6,920,149351,,西北,其他,有电梯,中楼层(共17层)1990年建塔楼,,-
西城,双旗杆东里 ,2室1厅,68.6,960,139942,,西南,简装,有电梯,低楼层(共18层)1994年建塔楼,,-
西城,教场口9号院 ,2室1厅,69.56,1043,149943,,南,精装,有电梯,高楼层(共22层)2003年建塔楼,,-
西城,车站东街甲5号院 ,2室1厅,54.01,550,101833,,南北,简装,无,中楼层(共6层)1987年建板楼,,-
西城,安德馨居 ,1室1厅,56.57,843,149019,,南,精装,无电梯,中楼层(共7层)2002年建板楼,,-
西城,新风南里 ,3室1厅,87.8,1270,144647,,南北,简装,无电梯,顶层(共6层)1996年建板楼,,-
西城,教场口6号院 ,1室1厅,51.25,730,142440,房本满五年,南北,其他,无电梯,低楼层(共6层)2003年建板楼,,-
西城,康乐里小区 ,3室2厅,137.88,1650,119670,房本满五年,东北,简装,有电梯,中楼层(共16层)2001年建塔楼,,-
西城,六铺炕一区 ,1室1厅,44.7,670,149889,房本满五年,南北,精装,有电梯,低楼层(共10层)1986年建板塔结合,,-
西城,双旗杆东里 ,2室1厅,68.6,960,139942,房本满五年,西南,简装,有电梯,低楼层(共18层)1994年建塔楼,,-
西城,教场口9号院 ,2室1厅,69.56,1043,149943,房本满五年,南,精装,有电梯,高楼层(共22层)2003年建塔楼,,-
西城,乐城 ,1室1厅,45.48,399,87731,房本满五年,西南,其他,有电梯,低楼层(共24层)2004年建板塔结合,,-
西城,建功南里 ,2室1厅,71.2,640,89888,房本满五年,西南,精装,有电梯,高楼层(共16层)1996年建塔楼,,-
西城,乐城 ,2室1厅,87.57,770,87930,房本满五年,东南,其他,有电梯,高楼层(共24层)2004年建板塔结合,,-
西城,新明胡同 ,2室1厅,60.7,800,131796,房本满五年,东南,简装,有电梯,中楼层(共18层)1992年建塔楼,,-
西城,枣林前街 ,2室1厅,60.14,499,82974,房本满五年,南北,精装,有电梯,底层(共16层)1989年建塔楼,,-
西城,莲花池东路 ,3室1厅,69.1,800,115775,房本满五年,东北,简装,有电梯,高楼层(共16层)1987年建塔楼,,-
西城,裕中东里 ,2室1厅,73.2,980,133880,房本满五年,南北,精装,无电梯,高楼层(共6层)1997年建板楼,,-
西城,虎坊路小区 ,3室1厅,67.66,940,138930,房本满五年,南北,简装,无电梯,中楼层(共4层)1958年建板楼,,-
西城,荣丰2008 ,1室0厅,24.37,335,137465,房本满五年,南北,简装,有电梯,低楼层(共26层)2006年建塔楼,,-
西城,鼓楼西大街 ,2室1厅,59.8,760,127091,房本满五年,南北,简装,无电梯,中楼层(共5层)1989年建板楼,,-
西城,六铺炕三区 ,3室1厅,76.4,1080,141362,房本满五年,南北,其他,无电梯,中楼层(共5层)1985年建板楼,,-
西城,爱民里小区 ,2室1厅,57.9,860,148532,,南北,简装,无电梯,高楼层(共7层)1988年建板楼,,-
西城,小石桥胡同3号院 ,2室1厅,54.9,822,149727,,南北,精装,无电梯,中楼层(共6层)1989年建板楼,,-
西城,丽水莲花 ,2室1厅,89.95,880,97833,,东北,精装,有电梯,高楼层(共24层)2009年建塔楼,,-
西城,清芷园 ,2室1厅,81.23,860,105873,,西北,精装,有电梯,低楼层(共18层)2002年建板塔结合,,-
西城,西城晶华 ,1室1厅,88.62,1400,157978,,东,精装,有电梯,低楼层(共11层)2008年建板塔结合,,-
西城,平原里小区 ,1室1厅,58.39,560,95907,,东西,简装,无电梯,中楼层(共6层)1998年建板楼,,-
西城,新外大街6号院 ,2室1厅,58.5,840,143590,,南北,简装,无电梯,中楼层(共6层)1983年建板楼,,-
西城,西直门外南路24号院 ,2室1厅,63.9,660,103287,,南北,精装,无电梯,顶层(共6层)1986年建板楼,,-
西城,阜成门南大街 ,3室1厅,69.1,700,101303,,东西,精装,有电梯,中楼层(共14层)1980年建板塔结合,,-
西城,红居南街1号院 ,3室1厅,89.34,820,91785,,南北,简装,无电梯,中楼层(共6层)1997年建板楼,,-
西城,新明胡同 ,3室1厅,79.4,1050,132242,,西南,精装,有电梯,高楼层(共18层)1992年建塔楼,,-
西城,六铺炕二区 ,1室1厅,48.1,670,139294,,东南,简装,有电梯,中楼层(共15层)1994年建板塔结合,,-
西城,荣丰2008 ,1室0厅,49.8,500,100402,,西,精装,有电梯,中楼层(共20层)2008年建塔楼,,-
西城,阜成门外大街 ,3室1厅,67.6,811,119971,,南北,精装,无,底层(共5层)1975年建板楼,,-
西城,什坊街 ,2室1厅,60.61,878,144861,房本满五年,南北,其他,无电梯,中楼层(共6层)1989年建板楼,,-
西城,京畿道 ,3室1厅,98.7,1380,139818,房本满五年,东,精装,无电梯,顶层(共6层)1993年建板楼,,-
西城,教场口9号院 ,2室1厅,75.34,950,126096,房本满五年,西南,其他,有电梯,低楼层(共22层)2003年建塔楼,,-
西城,三义里 ,2室1厅,50.48,450,89145,房本满五年,南,精装,无电梯,顶层(共5层)1980年建板楼,,-
西城,双旗杆东里 ,1室1厅,47.8,716,149791,房本满五年,南,简装,有电梯,低楼层(共18层)1996年建塔楼,,-
西城,裕中东里 ,2室1厅,59,800,135594,房本满五年,南北,简装,无电梯,顶层(共6层)1988年建板楼,,-
西城,新外大街28号院 ,2室1厅,55.8,805,144266,房本满五年,东北,简装,有电梯,中楼层(共8层)1999年建板塔结合,,-
西城,白纸坊西街 ,2室1厅,83.29,749,89927,房本满五年,东,简装,有电梯,高楼层(共18层)2001年建塔楼,,-
西城,马连道中里 ,2室1厅,63.21,595,94131,房本满五年,南北,毛坯,无电梯,顶层(共6层)1997年建板楼,,-
西城,莲花池东路甲5号院 ,2室1厅,128.38,1155,89968,房本满五年,东,毛坯,有电梯,中楼层(共28层)2003年建塔楼,,-
西城,裕中东里 ,3室1厅,75.3,1090,144755,房本满五年,南北,精装,无电梯,高楼层(共6层)1989年建板楼,,-
西城,北三环中路12号院 ,3室1厅,80.5,988,122733,房本满五年,南北,简装,有电梯,顶层(共12层)1984年建板楼,,-
西城,清芷园 ,5室3厅,301.88,2900,96065,房本满五年,南北,精装,有电梯,顶层(共13层)2001年建板楼,,-
西城,永内西街北里 ,2室2厅,47.74,549,114998,房本满五年,南,其他,无,底层(共6层)1982年建板楼,,-
西城,马连道中里 ,2室1厅,64.43,550,85364,房本满五年,东北,简装,无电梯,中楼层(共5层)1996年建板楼,,-
西城,六铺炕二区 ,3室1厅,56.6,905,159894,房本满五年,南北,简装,无电梯,低楼层(共6层)1985年建板楼,,-
西城,新明胡同 ,3室1厅,79.8,1100,137845,房本满五年,南西,简装,有电梯,中楼层(共18层)1991年建塔楼,,-
西城,西华经典 ,1室1厅,64.73,550,84969,,北,其他,有电梯,中楼层(共25层)2000年建塔楼,,-
西城,鸭子桥北里 ,3室1厅,66.34,560,84414,,东南北,简装,无电梯,顶层(共6层)1981年建板楼,,-
西城,如意里 ,3室1厅,70.5,760,107802,,南北,简装,无电梯,中楼层(共7层)1988年建板楼,,-
西城,华龙大厦 ,1室1厅,136.8,810,59211,,东,简装,有电梯,中楼层(共25层)2006年建塔楼,,-
西城,牛街西里 ,3室0厅,74.61,598,80151,,西南,简装,有电梯,低楼层(共19层)1999年建塔楼,,-
西城,朱雀门 ,4室2厅,282.92,3800,134314,,南北,精装,有电梯,高楼层(共8层)2008年建板楼,,-
西城,荣丰2008 ,1室1厅,41.03,425,103583,,西南,精装,有电梯,中楼层(共20层)2008年建塔楼,,-
西城,天桥北里 ,3室1厅,100.62,905,89943,,东南东北,精装,有电梯,低楼层(共12层)2002年建塔楼,,-
西城,广华轩 ,3室2厅,184.1,1400,76046,,南北,精装,无,高楼层(共24层)2000年建塔楼,,-
西城,万博苑 ,3室1厅,152.15,1293,84982,,东北,精装,有电梯,高楼层(共24层)1999年建塔楼,,-
西城,裕中东里 ,2室1厅,57.9,860,148532,,南北,其他,无电梯,顶层(共6层)1986年建板楼,,-
西城,小后仓 ,1室1厅,46.1,500,108460,,西,精装,无电梯,低楼层(共9层)1990年建板楼,,-
西城,红山世家 ,2室1厅,92.63,980,105798,,东西,精装,有电梯,底层(共26层)2011年建板塔结合,,-
西城,永安路小区 ,2室1厅,68.23,615,90137,房本满五年,南,简装,无电梯,中楼层(共4层)1956年建板楼,,-
西城,教场口9号院 ,2室1厅,69.65,1030,147883,房本满五年,南,精装,有电梯,高楼层(共19层)2003年建塔楼,,-
西城,荣丰2008 ,1室1厅,27.12,400,147493,房本满五年,南,其他,有电梯,中楼层(共12层)2005年建塔楼,,-
西城,乐城 ,1室0厅,41.48,425,102460,房本满五年,北,简装,有电梯,低楼层(共24层)2004年建塔楼,,-
西城,人定湖西里 ,2室1厅,61.8,780,126214,房本满五年,东南北,毛坯,无电梯,中楼层(共6层)1980年建板楼,,-
西城,中信沁园 ,2室2厅,94.66,1415,149483,房本满五年,东西,精装,有电梯,高楼层(共20层)2011年建板塔结合,,-
西城,天安国汇 ,2室2厅,284.99,2700,94741,房本满五年,南,其他,有电梯,中楼层(共18层)2008年建塔楼,,-
西城,新外大街6号院 ,2室1厅,55.1,750,136117,房本满五年,南北,其他,无电梯,顶层(共6层)1983年建板楼,,-
西城,北滨河路2号院 ,4室1厅,93.9,1360,144835,房本满五年,西北,简装,有电梯,低楼层(共16层)1992年建塔楼,,-
西城,凌云居 ,4室2厅,222.84,1600,71801,房本满五年,东南,精装,有电梯,低楼层(共22层)2000年建塔楼,,-
西城,丽豪园 ,4室2厅,289.65,4055,139997,房本满五年,南西北,精装,有电梯,顶层(共6层)1999年建板楼,,-
西城,裕中东里 ,2室1厅,65.1,890,136713,房本满五年,南北,精装,无电梯,高楼层(共6层)1984年建板楼,,-
西城,展览路 ,3室1厅,73.2,730,99727,房本满五年,南北,精装,无电梯,底层(共6层)1992年建板楼,,-
西城,德胜置业 ,3室2厅,197.09,2000,101477,房本满五年,南,精装,有电梯,高楼层(共20层)2005年建板楼,,-
西城,双旗杆东里 ,2室1厅,49.4,716,144940,房本满五年,南北,精装,无电梯,中楼层(共5层)1974年建板楼,,-
西城,黑窑厂西里 ,2室1厅,56.67,680,119993,,南北,简装,无电梯,高楼层(共6层)1986年建板楼,,-
西城,裕中西里 ,3室1厅,79.2,1000,126263,,南北,精装,无电梯,顶层(共6层)1989年建板楼,,-
西城,广安门外南街 ,2室1厅,58.71,620,105604,,南北,简装,无电梯,顶层(共6层)1992年建板楼,,-
西城,天桥南里 ,2室1厅,70.79,710,100297,,东西,精装,无电梯,中楼层(共7层)2002年建板楼,,-
西城,裕中东里 ,2室1厅,83.3,980,117648,,南,其他,有电梯,高楼层(共16层)1994年建塔楼,,-
西城,小红庙南里 ,2室1厅,65.88,620,94111,,东西,简装,有电梯,中楼层(共18层)1989年建塔楼,,-
西城,车站西街15号院 ,1室1厅,39.18,380,96989,,南,简装,无电梯,顶层(共6层)1994年建板楼,,-
西城,广安苑二期 ,3室2厅,124.85,1320,105727,,西南,简装,有电梯,高楼层(共23层)2002年建塔楼,,-
西城,汽北小区 ,2室1厅,60.9,730,119869,,南北,简装,无电梯,高楼层(共6层)1987年建板楼,,-
西城,南礼士路头条7号院 ,2室1厅,52.3,625,119503,,东南北,简装,无,底层(共6层)1985年建板楼,,-
西城,西便门东里 ,2室1厅,62.17,615,98923,,东北,简装,有电梯,低楼层(共16层)1980年建塔楼,,-
西城,红莲北里 ,3室1厅,71.11,650,91408,,西南北,简装,无电梯,顶层(共6层)1988年建板楼,,-
西城,中信锦园 ,2室1厅,87.95,1310,148949,,西,简装,有电梯,中楼层(共18层)2009年建板塔结合,,-
西城,恒华国际商务中心 ,3室1厅,152.75,1300,85107,,东南,简装,无,低楼层(共19层)2003年建塔楼,,-
西城,常青藤嘉园 ,1室1厅,62.71,535,85314,,南,简装,有电梯,低楼层(共16层)2004年建板楼,,-
西城,车站西街15号院 ,1室1厅,39.18,380,96989,房本满五年,南,简装,无电梯,顶层(共6层)1994年建板楼,,-
西城,双槐里 ,2室1厅,44.43,500,112537,房本满五年,南北,精装,无电梯,顶层(共6层)1990年建板楼,,-
西城,小市口胡同3号院 ,2室1厅,61.5,820,133334,房本满五年,南北,其他,无,中楼层(共6层)1992年建板楼,,-
西城,四合上院 ,2室1厅,87.64,1260,143770,房本满五年,东西,简装,无,高楼层(共16层)2011年建板塔结合,,-
西城,德外大街乙12号院 ,3室1厅,80.8,1147,141956,房本满五年,南北,其他,无电梯,中楼层(共6层)1983年建板楼,,-
西城,新明胡同 ,1室1厅,47.3,685,144821,房本满五年,南,精装,有电梯,高楼层(共14层)1989年建板塔结合,,-
西城,天桥北里 ,3室1厅,100.71,906,89962,房本满五年,南北,简装,有电梯,中楼层(共9层)2002年建板塔结合,,-
西城,平原里小区 ,2室1厅,80.41,723,89915,房本满五年,东西,简装,有电梯,顶层(共9层)1999年建板楼,,-
西城,红莲南里 ,3室1厅,67.98,590,86791,房本满五年,南北,简装,无电梯,高楼层(共6层)1987年建板楼,,-
西城,文联宿舍 ,3室1厅,94.4,1320,139831,房本满五年,南西北,精装,有电梯,中楼层(共20层)1998年建塔楼,,-
西城,黄寺大街24号院 ,3室1厅,99.8,1220,122245,房本满五年,西北,简装,有电梯,低楼层(共18层)1999年建塔楼,,-
西城,天宁寺东里 ,2室1厅,60.99,500,81981,房本满五年,东西,毛坯,无电梯,中楼层(共7层)1985年建板楼,,-
西城,立恒名苑 ,4室2厅,282.02,1400,49642,房本满五年,南北,简装,无,底层(共23层)2002年建塔楼,,-
西城,荣丰2008 ,1室0厅,24.48,320,130719,,南北,精装,有电梯,顶层(共26层)2006年建塔楼,,-
西城,教场口9号院 ,2室1厅,75.44,950,125928,,东南,简装,有电梯,中楼层(共19层)2003年建塔楼,,-
西城,华龙美钰 ,2室1厅,63.93,700,109495,,西南,毛坯,有电梯,低楼层(共21层)2011年建板塔结合,,-
西城,马连道中里 ,2室1厅,60.34,573,94962,,西南,精装,有电梯,底层(共18层)1997年建塔楼,,-
西城,南菜园街1号院 ,2室1厅,57.14,465,81380,,南北,简装,无电梯,顶层(共6层)1990年建板楼,,-
西城,裕中西里 ,2室1厅,72.38,1085,149904,,西南,精装,有电梯,高楼层(共20层)1991年建塔楼,,-
西城,裕中东里 ,3室1厅,71.7,1070,149233,,南北,精装,无电梯,顶层(共6层)1986年建板楼,,-
西城,安德馨居 ,4室1厅,200.46,2230,111245,,南北,精装,有电梯,中楼层(共7层)2003年建板楼,,-
西城,荣丰2008 ,1室1厅,28.57,424,148408,,北,其他,有电梯,高楼层(共10层)2005年建塔楼,,-
西城,塔院胡同12号院 ,2室1厅,58.1,799,137522,,南,其他,无电梯,高楼层(共6层)1985年建板楼,,-
西城,荣丰2008 ,2室2厅,112.82,1120,99274,,东北,其他,有电梯,中楼层(共14层)2003年建塔楼,,-
西城,莲花池东路甲5号院 ,2室1厅,129.41,1164,89947,,西,简装,有电梯,中楼层(共28层)2003年建塔楼,,-
西城,裕中西里 ,2室1厅,72.4,998,137846,,西北,精装,有电梯,高楼层(共24层)1991年建板塔结合,,-
西城,广安门外南街 ,3室2厅,156.29,1288,82411,,西北,精装,有电梯,顶层(共6层)2007年建塔楼,,-
西城,广安门外大街 ,1室1厅,50.94,510,100118,,东,其他,有电梯,中楼层(共18层)1993年建塔楼,,-
西城,白菜湾社区 ,1室1厅,42.89,465,108417,,东,简装,无电梯,中楼层(共6层)1992年建板楼,,-
西城,荣丰2008 ,1室1厅,31.14,466,149647,,东,简装,有电梯,中楼层(共16层)2007年建塔楼,,-
西城,庄胜二期 ,1室0厅,44.03,660,149898,房本满五年,南,简装,有电梯,中楼层(共12层)2004年建板塔结合,,-
西城,新风街 ,3室1厅,78.4,1136,144898,房本满五年,西南,简装,有电梯,高楼层(共16层)1990年建塔楼,,-
